School,Sport,Race,%N,2017-18,4-Class,GSR
Butler University,Football,Unknown,-,-,100-a,
Butler University,Football,,,,,
Butler University,Football,White,-,-,94-e,
Butler University,Football,,,,,
Butler University,Football,Total,-,-,93-e,
Butler University,Men's Basketball,,2017-18 4,-Class,GSR,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,Am. Ind./AN,-,-,-,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,Asian,100-a,100-a,100-a,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,Black,50-a,75-b,86-b,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,Hispanic,-,-,-,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,Nat. Haw./PI,-,-,-,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,US N-R,-,-,-,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,Two or More,-,-,100-a,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,Unknown,-,-,-,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,White,0-a,75-a,80-a,
Butler University,Men's Basketball,,,,,
Butler University,Men's Basketball,Total,50-a,77-c,86-c,
Butler University,Men's Other,,2017-18 4,-Class,GSR,
Butler University,Men's Other,,,,,
Butler University,Men's Other,Am. Ind./AN,-,-,-,
Butler University,Men's Other,,,,,
Butler University,Men's Other,Asian,-,-,-,
Butler University,Men's Other,,,,,
Butler University,Men's Other,Black,-,50-a,67-a,
Butler University,Men's Other,,,,,
Butler University,Men's Other,Hispanic,100-a,100-a,100-a,
Butler University,Men's Other,,,,,
Butler University,Men's Other,Nat. Haw./PI,-,-,-,
Butler University,Men's Other,,,,,
Butler University,Men's Other,US N-R,-,-,-,
Butler University,Men's Other,,,,,
Butler University,Men's Other,Two or More,-,100-a,100-a,
Butler University,Men's Other,,,,,
Butler University,Men's Other,Unknown,-,0-a,50-a,
Butler University,Men's Other,,,,,
Butler University,Men's Other,White,100-a,91-e,96-e,
Butler University,Men's Other,,,,,
Butler University,Men's Other,Total,100-b,86-e,90-e,
Butler University,Men's CC/Track,Am. Ind./AN,-,-,-,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,Asian,-,-,-,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,Black,-,-,-,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,Hispanic,-,-,-,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,US N-R,-,-,-,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,Two or More,-,-,-,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,Unknown,-,-,-,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,White,100-a,90-b,100-b,
Butler University,Men's CC/Track,,,,,
Butler University,Men's CC/Track,Total,100-a,90-b,100-b,
Butler University,Women's Basketball,Am. Ind./AN,-,-,-,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,Asian,-,-,-,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,Black,-,67-a,78-b,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,Hispanic,-,-,-,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,Nat. Haw./PI,-,-,-,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,US N-R,-,-,-,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,Two or More,-,0-a,-,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,Unknown,-,-,-,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,White,0-a,63-b,100-b,
Butler University,Women's Basketball,,,,,
Butler University,Women's Basketball,Total,0-a,58-c,88-d,
Butler University,Women's CC/Track,,%-N,,,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,,2017-18,4-Class,GSR,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,Am. Ind./AN,-,-,-,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,Asian,-,-,-,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,Black,-,100-a,100-a,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,Hispanic,100-a,100-a,100-a,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,US N-R,-,-,-,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,Two or More,100-a,100-a,100-a,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,Unknown,-,-,-,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,White,-,33-b,75-a,
Butler University,Women's CC/Track,,,,,
Butler University,Women's CC/Track,Total,100-a,56-b,86-b,
Butler University,Women's Other,,2017-18,4-Class,GSR,
Butler University,Women's Other,,,,,
Butler University,Women's Other,Am. Ind./AN,-,-,100-a,
Butler University,Women's Other,,,,,
Butler University,Women's Other,Asian,-,100-a,100-a,
Butler University,Women's Other,,,,,
Butler University,Women's Other,Black,100-a,100-a,100-a,
Butler University,Women's Other,,,,,
Butler University,Women's Other,Hispanic,100-a,100-a,100-a,
Butler University,Women's Other,,,,,
Butler University,Women's Other,Nat. Haw./PI,-,-,-,
Butler University,Women's Other,,,,,
Butler University,Women's Other,US N-R,-,-,-,
Butler University,Women's Other,,,,,
Butler University,Women's Other,Two or More,100-a,33-a,75-a,
Butler University,Women's Other,,,,,
Butler University,Women's Other,Unknown,-,100-a,100-a,
Butler University,Women's Other,,,,,
Butler University,Women's Other,White,77-e,78-e,97-e,
Butler University,Women's Other,,,,,
Butler University,Women's Other,Total,81-e,79-e,96-e,
California Baptist University,Baseball,,2017-18 4,-Class,GSR,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,Am. Ind./AN,-,-,-,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,Asian,-,100-a,100-a,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,Black,100-a,100-a,100-a,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,Hispanic,50-a,20-a,60-a,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,Nat. Haw./PI,-,-,-,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,US N-R,-,-,-,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,Two or More,-,-,-,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,Unknown,-,100-a,100-a,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,White,100-a,60-b,89-b,
California Baptist University,Baseball,,,,,
California Baptist University,Baseball,Total,80-a,56-d,82-d,
California Baptist University,Football,,%-N,,,
California Baptist University,Football,,,,,
California Baptist University,Football,,2017-18 4-C,lassG,,
California Baptist University,Football,,,,,
California Baptist University,Football,Am. Ind./AN,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,Asian,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,Black,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,Hispanic,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,Nat. Haw./PI,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,US N-R,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,Two or More,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,Unknown,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,White,-,-,,
California Baptist University,Football,,,,,
California Baptist University,Football,Total,-,-,,
California Baptist University,Men's Basketball,Am. Ind./AN,-,-,0-a,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,Asian,-,-,-,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,Black,0-a,50-a,100-a,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,Hispanic,-,-,-,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,Nat. Haw./PI,-,-,-,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,US N-R,100-a,100-a,100-a,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,Two or More,-,0-a,0-a,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,Unknown,-,100-a,100-a,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,White,-,100-a,100-a,
California Baptist University,Men's Basketball,,,,,
California Baptist University,Men's Basketball,Total,50-a,67-b,85-c,
California Baptist University,Men's Other,Am. Ind./AN,-,-,-,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,Asian,-,25-a,-,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,Black,-,0-a,-,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,Hispanic,50-a,39-d,75-d,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,Nat. Haw./PI,-,0-a,50-a,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,US N-R,67-a,56-b,87-c,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,Two or More,-,50-b,100-a,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,Unknown,100-a,75-a,100-a,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,White,57-b,45-e,78-e,
California Baptist University,Men's Other,,,,,
California Baptist University,Men's Other,Total,60-c,45-e,81-e,
California Baptist University,Men's CC/Track,Am. Ind./AN,-,-,-,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,Asian,-,100-a,100-a,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,Black,-,-,-,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,Hispanic,-,67-a,75-a,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,Nat. Haw./PI,-,-,-,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,US N-R,0-a,33-a,100-a,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,Two or More,-,100-a,100-a,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,Unknown,-,-,-,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,White,0-a,75-a,100-a,
California Baptist University,Men's CC/Track,,,,,
California Baptist University,Men's CC/Track,Total,0-a,67-c,94-d,
California Baptist University,Women's Basketball,Am. Ind./AN,-,-,-,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,Asian,-,100-a,100-a,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,Black,-,-,100-a,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,Hispanic,-,50-a,100-a,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,Nat. Haw./PI,-,-,100-a,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,US N-R,67-a,67-a,100-a,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,Two or More,0-a,0-a,100-a,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,Unknown,-,-,-,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,White,0-a,50-a,100-a,
California Baptist University,Women's Basketball,,,,,
California Baptist University,Women's Basketball,Total,40-a,55-c,100-b,
California Baptist University,Women's CC/Track,,%-N,,,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,,2017-18,4-Class,GSR,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,Am. Ind./AN,-,-,-,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,Asian,-,-,-,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,Black,-,-,-,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,Hispanic,-,50-a,50-a,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,Nat. Haw./PI,-,-,-,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,US N-R,0-a,75-a,100-a,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,Two or More,-,-,-,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,Unknown,-,100-a,100-a,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,White,-,100-a,100-a,
California Baptist University,Women's CC/Track,,,,,
California Baptist University,Women's CC/Track,Total,0-a,80-b,90-b,
California Baptist University,Women's Other,,2017-18,4-Class,GSR,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,Am. Ind./AN,0-a,50-a,100-a,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,Asian,-,75-a,100-a,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,Black,0-a,60-a,75-a,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,Hispanic,100-a,82-e,96-e,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,Nat. Haw./PI,100-a,50-a,33-a,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,US N-R,25-a,50-b,100-c,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,Two or More,0-a,43-b,83-b,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,Unknown,100-a,80-a,83-b,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,White,82-c,79-e,90-e,
California Baptist University,Women's Other,,,,,
California Baptist University,Women's Other,Total,65-e,72-e,90-e,
